Date,High,Low,Open,Close,Volume,Adj Close
2016-01-04,3.119999885559082,2.9200000762939453,3.0299999713897705,3.0,7318200,3.0
2016-01-05,3.1500000953674316,3.009999990463257,3.0199999809265137,3.130000114440918,7843600,3.130000114440918
2016-01-06,3.140000104904175,3.0,3.119999885559082,3.0299999713897705,8030300,3.0299999713897705
2016-01-07,3.0299999713897705,2.859999895095825,2.950000047683716,2.859999895095825,7374500,2.859999895095825
2016-01-08,2.9700000286102295,2.7699999809265137,2.930000066757202,2.7799999713897705,4617100,2.7799999713897705
2016-01-11,2.819999933242798,2.569999933242798,2.799999952316284,2.6500000953674316,9470400,2.6500000953674316
2016-01-12,2.759999990463257,2.5799999237060547,2.7300000190734863,2.630000114440918,6230500,2.630000114440918
2016-01-13,2.7100000381469727,2.5199999809265137,2.6500000953674316,2.549999952316284,9056400,2.549999952316284
2016-01-14,2.7799999713897705,2.4000000953674316,2.5399999618530273,2.75,11847500,2.75
2016-01-15,2.680000066757202,2.5,2.6600000858306885,2.5999999046325684,7438600,2.5999999046325684
2016-01-19,2.680000066757202,2.450000047683716,2.6600000858306885,2.4700000286102295,8888700,2.4700000286102295
2016-01-20,2.440000057220459,2.2300000190734863,2.4000000953674316,2.390000104904175,15106600,2.390000104904175
2016-01-21,2.5999999046325684,2.369999885559082,2.380000114440918,2.5399999618530273,7308700,2.5399999618530273
2016-01-22,2.6700000762939453,2.509999990463257,2.5899999141693115,2.6500000953674316,7368200,2.6500000953674316
2016-01-25,2.700000047683716,2.5999999046325684,2.6600000858306885,2.619999885559082,4807200,2.619999885559082
2016-01-26,2.819999933242798,2.609999895095825,2.630000114440918,2.7799999713897705,6493900,2.7799999713897705
2016-01-27,2.869999885559082,2.690000057220459,2.7200000286102295,2.690000057220459,6765300,2.690000057220459
2016-01-28,2.8299999237060547,2.6700000762939453,2.75,2.690000057220459,7120300,2.690000057220459
2016-01-29,2.799999952316284,2.6600000858306885,2.6700000762939453,2.7200000286102295,8682600,2.7200000286102295
2016-02-01,2.75,2.619999885559082,2.6700000762939453,2.640000104904175,9551900,2.640000104904175
2016-02-02,2.6700000762939453,2.4200000762939453,2.640000104904175,2.4700000286102295,10635800,2.4700000286102295
2016-02-03,2.490000009536743,2.3499999046325684,2.4700000286102295,2.4700000286102295,10740600,2.4700000286102295
