Date,High,Low,Open,Close,Volume,Adj Close
2018-09-20,39.29999923706055,35.25,36.0,36.5,10846500,36.5
2018-09-21,35.75,34.0,34.939998626708984,34.25,1852200,34.25
2018-09-24,35.0099983215332,32.400001525878906,34.0,34.209999084472656,820000,34.209999084472656
2018-09-25,36.220001220703125,33.900001525878906,34.400001525878906,36.220001220703125,617600,36.220001220703125
2018-09-26,40.25,35.560001373291016,36.65999984741211,37.459999084472656,1634000,37.459999084472656
2018-09-27,39.439998626708984,36.54999923706055,38.31999969482422,36.650001525878906,491700,36.650001525878906
2018-09-28,38.880001068115234,36.5,36.95000076293945,37.970001220703125,310100,37.970001220703125
2018-10-01,39.29999923706055,35.38999938964844,39.0,37.08000183105469,540300,37.08000183105469
2018-10-02,37.0,34.130001068115234,36.77000045776367,34.34000015258789,491200,34.34000015258789
2018-10-03,36.0,34.0099983215332,34.310001373291016,34.880001068115234,473300,34.880001068115234
2018-10-04,35.65999984741211,33.66999816894531,34.560001373291016,33.70000076293945,630600,33.70000076293945
2018-10-05,34.11000061035156,29.68000030517578,33.65999984741211,31.639999389648438,450900,31.639999389648438
2018-10-08,32.0,29.0,31.40999984741211,29.799999237060547,606600,29.799999237060547
2018-10-09,29.8700008392334,27.829999923706055,29.3799991607666,29.40999984741211,980700,29.40999984741211
2018-10-10,29.25,27.5,29.110000610351562,27.899999618530273,909600,27.899999618530273
2018-10-11,28.8799991607666,27.6200008392334,27.739999771118164,27.920000076293945,400800,27.920000076293945
2018-10-12,29.75,27.780000686645508,28.25,28.0,505300,28.0
2018-10-15,28.299999237060547,27.639999389648438,28.079999923706055,27.860000610351562,296600,27.860000610351562
2018-10-16,30.889999389648438,27.989999771118164,27.989999771118164,28.59000015258789,442300,28.59000015258789
2018-10-17,30.600000381469727,28.079999923706055,28.6299991607666,30.549999237060547,357000,30.549999237060547
2018-10-18,31.309999465942383,29.0,30.190000534057617,29.059999465942383,349400,29.059999465942383
2018-10-19,30.479999542236328,26.360000610351562,30.25,26.770000457763672,483100,26.770000457763672
2018-10-22,27.200000762939453,25.260000228881836,26.829999923706055,26.079999923706055,628800,26.079999923706055
2018-10-23,27.18000030517578,24.670000076293945,25.719999313354492,27.079999923706055,226600,27.079999923706055
2018-10-24,27.549999237060547,25.0,27.0,25.1200008392334,576000,25.1200008392334
2018-10-25,26.780000686645508,25.010000228881836,25.280000686645508,26.479999542236328,332100,26.479999542236328
2018-10-26,26.479999542236328,25.049999237060547,26.280000686645508,25.540000915527344,328700,25.540000915527344
