Date,High,Low,Open,Close,Volume,Adj Close
2019-04-12,25.459999084472656,18.260000228881836,18.950000762939453,25.459999084472656,9472300,25.459999084472656
2019-04-15,39.95000076293945,25.6299991607666,26.940000534057617,31.90999984741211,12857300,31.90999984741211
2019-04-16,43.5,33.099998474121094,35.33000183105469,43.040000915527344,12939400,43.040000915527344
2019-04-17,49.77000045776367,36.209999084472656,47.689998626708984,40.06999969482422,14110300,40.06999969482422
2019-04-18,38.400001525878906,31.700000762939453,38.150001525878906,35.150001525878906,6954400,35.150001525878906
2019-04-22,37.0,32.709999084472656,34.189998626708984,33.369998931884766,3036800,33.369998931884766
2019-04-23,36.29999923706055,33.849998474121094,34.0,36.0099983215332,1957900,36.0099983215332
2019-04-24,38.7400016784668,36.380001068115234,37.0,37.16999816894531,2535200,37.16999816894531
2019-04-25,37.52000045776367,35.0,37.310001373291016,35.900001525878906,1478400,35.900001525878906
2019-04-26,40.95000076293945,35.87200164794922,36.810001373291016,40.209999084472656,3562900,40.209999084472656
2019-04-29,45.29999923706055,40.33000183105469,41.33000183105469,45.2599983215332,5031700,45.2599983215332
2019-04-30,45.0,41.30099868774414,44.900001525878906,42.970001220703125,3502100,42.970001220703125
2019-05-01,48.0,42.11600112915039,43.33000183105469,46.9900016784668,4149000,46.9900016784668
2019-05-02,46.7400016784668,40.55099868774414,45.540000915527344,40.77000045776367,2784100,40.77000045776367
2019-05-03,43.183998107910156,37.630001068115234,42.369998931884766,38.86000061035156,3465600,38.86000061035156
2019-05-06,40.400001525878906,36.720001220703125,37.0,37.720001220703125,2170300,37.720001220703125
2019-05-07,36.54999923706055,34.119998931884766,36.400001525878906,35.79999923706055,3333800,35.79999923706055
2019-05-08,35.72999954223633,33.11000061035156,34.93000030517578,33.11000061035156,1406600,33.11000061035156
2019-05-09,32.90700149536133,25.0,32.099998474121094,26.889999389648438,9042100,26.889999389648438
2019-05-10,26.75,18.1299991607666,24.15999984741211,24.5,10574900,24.5
2019-05-13,26.8799991607666,20.149999618530273,21.459999084472656,26.600000381469727,7973100,26.600000381469727
2019-05-14,29.25,25.06999969482422,28.209999084472656,25.600000381469727,5302200,25.600000381469727
2019-05-15,26.399999618530273,23.270000457763672,25.75,23.440000534057617,2449600,23.440000534057617
2019-05-16,23.5,21.0,23.010000228881836,21.229999542236328,2922200,21.229999542236328
2019-05-17,21.280000686645508,19.059999465942383,21.030000686645508,19.920000076293945,2485600,19.920000076293945
2019-05-20,21.8799991607666,18.799999237060547,20.399999618530273,20.440000534057617,2251200,20.440000534057617
2019-05-21,24.100000381469727,20.849000930786133,20.889999389648438,23.290000915527344,3060700,23.290000915527344
2019-05-22,25.5,22.0,23.290000915527344,22.350000381469727,2320300,22.350000381469727
2019-05-23,23.0,20.621000289916992,21.5,22.489999771118164,1702900,22.489999771118164
2019-05-24,24.299999237060547,23.100000381469727,23.489999771118164,23.399999618530273,1452600,23.399999618530273
2019-05-28,24.540000915527344,21.0,23.5,23.059999465942383,2557600,23.059999465942383
2019-05-29,24.670000076293945,22.329999923706055,22.700000762939453,24.389999389648438,1419300,24.389999389648438
2019-05-30,26.458999633789062,24.360000610351562,24.360000610351562,25.329999923706055,1478200,25.329999923706055
2019-05-31,26.709999084472656,24.770000457763672,24.969999313354492,26.6200008392334,1008400,26.6200008392334
2019-06-03,27.197999954223633,24.3799991607666,26.700000762939453,25.809999465942383,1199000,25.809999465942383
2019-06-04,26.899999618530273,25.941999435424805,26.0,26.540000915527344,726200,26.540000915527344
2019-06-05,27.488000869750977,25.549999237060547,27.149999618530273,26.360000610351562,693400,26.360000610351562
2019-06-06,26.799999237060547,25.700000762939453,26.399999618530273,25.93000030517578,547400,25.93000030517578
2019-06-07,26.5,24.5,25.899999618530273,24.639999389648438,906200,24.639999389648438
2019-06-10,24.969999313354492,23.200000762939453,24.5,23.450000762939453,918400,23.450000762939453
2019-06-11,23.948999404907227,21.90999984741211,23.610000610351562,22.579999923706055,813000,22.579999923706055
2019-06-12,25.325000762939453,22.40999984741211,22.420000076293945,24.75,878900,24.75
2019-06-13,24.98900032043457,22.899999618530273,24.709999084472656,23.889999389648438,829400,23.889999389648438
2019-06-14,25.139999389648438,23.224000930786133,23.8700008392334,24.229999542236328,624500,24.229999542236328
2019-06-17,24.200000762939453,22.950000762939453,24.200000762939453,23.329999923706055,499100,23.329999923706055
2019-06-18,23.739999771118164,22.719999313354492,23.18000030517578,23.1299991607666,675800,23.1299991607666
2019-06-19,23.28499984741211,22.5,23.209999084472656,23.079999923706055,498400,23.079999923706055
2019-06-20,24.309999465942383,22.959999084472656,22.959999084472656,24.040000915527344,571300,24.040000915527344
2019-06-21,25.739999771118164,23.700000762939453,24.0,25.6200008392334,1032800,25.6200008392334
2019-06-24,26.1200008392334,24.650999069213867,25.59000015258789,25.530000686645508,639500,25.530000686645508
2019-06-25,26.40999984741211,24.56999969482422,25.209999084472656,25.649999618530273,399900,25.649999618530273
2019-06-26,26.329999923706055,25.229999542236328,25.649999618530273,26.1200008392334,467900,26.1200008392334
2019-06-27,28.280000686645508,26.270000457763672,26.329999923706055,26.270000457763672,1574800,26.270000457763672
2019-06-28,26.799999237060547,24.60300064086914,26.5,26.420000076293945,722400,26.420000076293945
2019-07-01,27.290000915527344,25.579999923706055,27.0,26.0,637300,26.0
2019-07-02,26.365999221801758,24.75,26.030000686645508,25.139999389648438,578000,25.139999389648438
2019-07-03,26.5,24.600000381469727,25.139999389648438,24.850000381469727,546100,24.850000381469727
2019-07-05,26.594999313354492,24.8799991607666,24.8799991607666,26.06999969482422,444700,26.06999969482422
2019-07-08,26.479999542236328,25.649999618530273,26.1299991607666,25.979999542236328,196000,25.979999542236328
2019-07-09,27.410999298095703,25.459999084472656,26.0,27.15999984741211,444500,27.15999984741211
2019-07-10,27.989999771118164,26.200000762939453,27.59000015258789,26.329999923706055,633700,26.329999923706055
2019-07-11,26.575000762939453,24.81999969482422,26.450000762939453,24.8700008392334,449000,24.8700008392334
2019-07-12,25.260000228881836,23.600000381469727,24.889999389648438,24.540000915527344,721000,24.540000915527344
2019-07-15,25.01799964904785,23.799999237060547,24.450000762939453,23.850000381469727,471600,23.850000381469727
2019-07-16,24.0,23.299999237060547,23.969999313354492,23.399999618530273,293295,23.399999618530273
